,context_id,arm_id,feedback
125,6,17,0
126,7,0,0
127,7,1,0
128,7,2,5
129,7,3,5
130,7,4,5
131,7,5,0
132,7,6,0
133,7,7,5
134,7,8,0
135,7,9,5
136,7,10,5
137,7,11,5
138,7,12,5
139,7,13,5
140,7,14,0
141,7,15,5
142,7,16,0
143,7,17,5
144,8,0,5
145,8,1,0
146,8,2,5
147,8,3,0
148,8,4,0
149,8,5,0
150,8,6,5
151,8,7,0
152,8,8,5
153,8,9,5
154,8,10,5
155,8,11,5
156,8,12,0
157,8,13,0
158,8,14,5
159,8,15,0
160,8,16,5
161,8,17,5
162,9,0,0
163,9,1,0
164,9,2,0
165,9,3,0
166,9,4,0
167,9,5,0
168,9,6,0
169,9,7,0
170,9,8,0
171,9,9,5
172,9,10,0
173,9,11,0
174,9,12,0
175,9,13,0
176,9,14,0
177,9,15,0
178,9,16,5
179,9,17,0
180,10,0,5
181,10,1,0
182,10,2,0
183,10,3,0
184,10,4,0
185,10,5,0
186,10,6,0
187,10,7,0
188,10,8,0
189,10,9,5
190,10,10,5
191,10,11,0
192,10,12,0
193,10,13,5
194,10,14,0
195,10,15,0
196,10,16,0
197,10,17,0
198,11,0,0
199,11,1,0
200,11,2,5
201,11,3,0
202,11,4,5
203,11,5,0
204,11,6,5
205,11,7,5
206,11,8,0
207,11,9,5
208,11,10,5
209,11,11,5
210,11,12,0
211,11,13,5
212,11,14,0
213,11,15,0
214,11,16,0
215,11,17,5
216,12,0,0
217,12,1,0
218,12,2,5
219,12,3,5
220,12,4,0
221,12,5,5
222,12,6,0
223,12,7,5
224,12,8,5
225,12,9,5
226,12,10,0
227,12,11,5
228,12,12,0
229,12,13,5
230,12,14,0
231,12,15,0
232,12,16,0
233,12,17,0
234,13,0,0
235,13,1,0
236,13,2,5
237,13,3,5
238,13,4,5
239,13,5,0
240,13,6,5
241,13,7,5
242,13,8,0
243,13,9,5
244,13,10,5
245,13,11,0
246,13,12,0
247,13,13,5
248,13,14,0
249,13,15,0
250,13,16,0
251,13,17,0
252,14,0,0
253,14,1,0
254,14,2,0
255,14,3,0
256,14,4,0
257,14,5,5
258,14,6,5
259,14,7,5
260,14,8,0
261,14,9,5
262,14,10,5
263,14,11,0
264,14,12,0
265,14,13,5
266,14,14,0
267,14,15,0
268,14,16,0
269,14,17,0
270,15,0,0
271,15,1,0
272,15,2,5
273,15,3,0
274,15,4,5
275,15,5,0
276,15,6,5
277,15,7,5
278,15,8,0
279,15,9,0
280,15,10,5
281,15,11,0
282,15,12,0
283,15,13,5
284,15,14,0
285,15,15,0
286,15,16,0
287,15,17,0
288,16,0,0
289,16,1,0
290,16,2,5
291,16,3,0
292,16,4,5
293,16,5,0
294,16,6,5
295,16,7,5
296,16,8,0
297,16,9,0
298,16,10,5
299,16,11,0
300,16,12,0
301,16,13,5
302,16,14,0
303,16,15,0
304,16,16,0
305,16,17,0
306,17,0,0
307,17,1,0
308,17,2,0
309,17,3,0
310,17,4,5
311,17,5,0
312,17,6,5
313,17,7,5
314,17,8,0
315,17,9,0
316,17,10,5
317,17,11,0
318,17,12,0
319,17,13,0
320,17,14,0
321,17,15,0
322,17,16,0
323,17,17,5
324,18,0,5
325,18,1,0
326,18,2,0
327,18,3,0
328,18,4,0
329,18,5,0
330,18,6,0
331,18,7,0
332,18,8,0
333,18,9,0
334,18,10,0
335,18,11,0
336,18,12,0
337,18,13,5
338,18,14,5
339,18,15,0
340,18,16,0
341,18,17,0
342,19,0,0
343,19,1,0
344,19,2,5
345,19,3,0
346,19,4,0
347,19,5,0
348,19,6,0
349,19,7,5
350,19,8,0
351,19,9,5
352,19,10,0
353,19,11,5
354,19,12,5
355,19,13,5
356,19,14,0
357,19,15,5
358,19,16,5
359,19,17,5
360,20,0,0
361,20,1,0
362,20,2,0
363,20,3,0
364,20,4,5
365,20,5,0
366,20,6,0
367,20,7,0
368,20,8,0
369,20,9,5
370,20,10,5
371,20,11,0
372,20,12,0
373,20,13,5
374,20,14,0
375,20,15,0
376,20,16,0
377,20,17,5
378,21,0,0
379,21,1,0
380,21,2,0
381,21,3,0
382,21,4,5
383,21,5,5
384,21,6,0
385,21,7,5
386,21,8,0
387,21,9,0
388,21,10,0
389,21,11,0
390,21,12,0
391,21,13,0
392,21,14,0
393,21,15,0
394,21,16,5
395,21,17,0
396,22,0,0
397,22,1,0
398,22,2,0
399,22,3,0
400,22,4,5
401,22,5,0
402,22,6,5
403,22,7,0
404,22,8,0
405,22,9,5
406,22,10,0
407,22,11,0
408,22,12,0
409,22,13,5
410,22,14,5
411,22,15,0
412,22,16,0
413,22,17,5
414,23,0,0
415,23,1,0
416,23,2,5
417,23,3,0
418,23,4,0
419,23,5,0
420,23,6,0
421,23,7,0
422,23,8,0
423,23,9,5
424,23,10,0
425,23,11,0
426,23,12,0
427,23,13,0
428,23,14,0
429,23,15,0
430,23,16,0
431,23,17,0
432,24,0,0
433,24,1,5
434,24,2,0
435,24,3,0
436,24,4,0
437,24,5,0
438,24,6,5
439,24,7,5
440,24,8,0
441,24,9,5
442,24,10,5
443,24,11,0
444,24,12,0
445,24,13,0
446,24,14,0
447,24,15,5
448,24,16,0
449,24,17,0
450,25,0,5
451,25,1,0
452,25,2,0
453,25,3,0
454,25,4,5
455,25,5,0
456,25,6,0
457,25,7,5
458,25,8,0
459,25,9,0
460,25,10,0
461,25,11,0
462,25,12,0
463,25,13,5
464,25,14,0
465,25,15,0
466,25,16,0
467,25,17,0
468,26,0,0
469,26,1,0
470,26,2,0
471,26,3,0
472,26,4,5
473,26,5,5
474,26,6,5
475,26,7,5
476,26,8,0
477,26,9,5
478,26,10,0
479,26,11,5
480,26,12,5
481,26,13,5
482,26,14,0
483,26,15,0
484,26,16,5
485,26,17,0
486,27,0,0
487,27,1,0
488,27,2,5
489,27,3,5
490,27,4,0
491,27,5,0
492,27,6,0
493,27,7,0
494,27,8,0
495,27,9,5
496,27,10,5
497,27,11,0
498,27,12,0
499,27,13,0
500,27,14,0
501,27,15,0
502,27,16,0
503,27,17,0
504,28,0,5
505,28,1,5
506,28,2,5
507,28,3,5
508,28,4,0
509,28,5,0
510,28,6,0
511,28,7,0
512,28,8,0
513,28,9,0
514,28,10,0
515,28,11,0
516,28,12,0
517,28,13,0
518,28,14,5
519,28,15,5
520,28,16,0
521,28,17,5
522,29,0,5
523,29,1,0
524,29,2,5
525,29,3,0
526,29,4,5
527,29,5,5
528,29,6,5
529,29,7,5
530,29,8,0
531,29,9,5
532,29,10,0
533,29,11,0
534,29,12,0
535,29,13,5
536,29,14,0
537,29,15,0
538,29,16,0
539,29,17,5
540,30,0,0
541,30,1,0
542,30,2,0
543,30,3,0
544,30,4,0
545,30,5,0
546,30,6,0
547,30,7,5
548,30,8,0
549,30,9,0
550,30,10,0
551,30,11,0
552,30,12,0
553,30,13,0
554,30,14,0
555,30,15,0
556,30,16,0
557,30,17,0
558,31,0,5
559,31,1,0
560,31,2,0
561,31,3,0
562,31,4,0
563,31,5,0
564,31,6,5
565,31,7,5
566,31,8,0
567,31,9,5
568,31,10,5
569,31,11,0
570,31,12,0
571,31,13,5
572,31,14,0
573,31,15,5
574,31,16,5
575,31,17,0
576,32,0,5
577,32,1,5
578,32,2,0
579,32,3,0
580,32,4,0
581,32,5,5
582,32,6,5
583,32,7,5
584,32,8,0
585,32,9,5
586,32,10,0
587,32,11,5
588,32,12,5
589,32,13,5
590,32,14,5
591,32,15,0
592,32,16,5
593,32,17,5
594,33,0,0
595,33,1,5
596,33,2,0
597,33,3,0
598,33,4,5
599,33,5,0
600,33,6,5
601,33,7,5
602,33,8,0
603,33,9,5
604,33,10,0
605,33,11,0
606,33,12,0
607,33,13,5
608,33,14,0
609,33,15,0
610,33,16,0
611,33,17,0
612,34,0,5
613,34,1,0
614,34,2,0
615,34,3,0
616,34,4,0
617,34,5,0
618,34,6,5
619,34,7,5
620,34,8,0
621,34,9,0
622,34,10,0
623,34,11,0
624,34,12,5
625,34,13,0
626,34,14,0
627,34,15,0
628,34,16,0
629,34,17,0
630,35,0,0
631,35,1,0
632,35,2,5
633,35,3,0
634,35,4,0
635,35,5,0
636,35,6,5
637,35,7,5
638,35,8,0
639,35,9,5
640,35,10,5
641,35,11,0
642,35,12,0
643,35,13,0
644,35,14,0
645,35,15,0
646,35,16,0
647,35,17,0
648,36,0,5
649,36,1,0
650,36,2,0
651,36,3,0
652,36,4,0
653,36,5,5
654,36,6,0
655,36,7,5
656,36,8,0
657,36,9,5
658,36,10,0
659,36,11,0
660,36,12,0
661,36,13,5
662,36,14,0
663,36,15,0
664,36,16,0
665,36,17,0
666,37,0,0
667,37,1,0
668,37,2,5
669,37,3,5
670,37,4,5
671,37,5,5
672,37,6,5
673,37,7,5
674,37,8,5
675,37,9,0
676,37,10,5
677,37,11,5
678,37,12,5
679,37,13,5
680,37,14,0
681,37,15,0
682,37,16,5
683,37,17,0
684,38,0,0
685,38,1,0
686,38,2,5
687,38,3,0
688,38,4,0
689,38,5,0
690,38,6,5
691,38,7,5
692,38,8,0
693,38,9,5
694,38,10,0
695,38,11,5
696,38,12,5
697,38,13,0
698,38,14,0
699,38,15,0
700,38,16,0
701,38,17,5
702,39,0,5
703,39,1,0
704,39,2,0
705,39,3,0
706,39,4,0
707,39,5,0
708,39,6,5
709,39,7,5
710,39,8,0
711,39,9,5
712,39,10,5
713,39,11,0
714,39,12,0
715,39,13,5
716,39,14,0
717,39,15,0
718,39,16,0
719,39,17,0
720,40,0,0
721,40,1,0
722,40,2,5
723,40,3,5
724,40,4,5
725,40,5,5
726,40,6,5
727,40,7,5
728,40,8,0
729,40,9,0
730,40,10,5
731,40,11,0
732,40,12,0
733,40,13,5
734,40,14,0
735,40,15,0
736,40,16,5
737,40,17,5
738,41,0,0
739,41,1,5
740,41,2,5
741,41,3,0
742,41,4,0
743,41,5,0
744,41,6,5
745,41,7,5
746,41,8,0
747,41,9,5
748,41,10,5
749,41,11,0
750,41,12,0
751,41,13,5
752,41,14,0
753,41,15,0
754,41,16,5
755,41,17,0
756,42,0,0
757,42,1,0
758,42,2,5
759,42,3,0
760,42,4,5
761,42,5,0
762,42,6,5
763,42,7,5
764,42,8,0
765,42,9,5
766,42,10,5
767,42,11,0
768,42,12,5
769,42,13,5
770,42,14,0
771,42,15,0
772,42,16,5
773,42,17,5
774,43,0,0
775,43,1,0
776,43,2,0
777,43,3,0
778,43,4,0
779,43,5,0
780,43,6,0
781,43,7,5
782,43,8,5
783,43,9,0
784,43,10,5
785,43,11,5
786,43,12,0
787,43,13,5
788,43,14,0
789,43,15,5
790,43,16,0
791,43,17,0
792,44,0,5
793,44,1,0
794,44,2,0
795,44,3,0
796,44,4,5
797,44,5,0
798,44,6,0
799,44,7,5
800,44,8,0
801,44,9,5
802,44,10,5
803,44,11,0
804,44,12,0
805,44,13,5
806,44,14,5
807,44,15,0
808,44,16,0
809,44,17,0
810,45,0,0
811,45,1,0
812,45,2,0
813,45,3,0
814,45,4,0
815,45,5,0
816,45,6,5
817,45,7,0
818,45,8,0
819,45,9,0
820,45,10,0
821,45,11,0
822,45,12,0
823,45,13,0
824,45,14,0
825,45,15,0
826,45,16,0
827,45,17,0
828,46,0,0
829,46,1,0
830,46,2,0
831,46,3,5
832,46,4,0
833,46,5,0
834,46,6,5
835,46,7,5
836,46,8,5
837,46,9,5
838,46,10,0
839,46,11,5
840,46,12,5
841,46,13,0
842,46,14,0
843,46,15,0
844,46,16,0
845,46,17,5
846,47,0,0
847,47,1,0
848,47,2,0
849,47,3,0
850,47,4,5
851,47,5,0
852,47,6,5
853,47,7,5
854,47,8,0
855,47,9,0
856,47,10,0
857,47,11,0
858,47,12,0
859,47,13,0
860,47,14,0
861,47,15,5
862,47,16,5
863,47,17,0
864,48,0,5
865,48,1,0
866,48,2,5
867,48,3,5
868,48,4,0
869,48,5,0
870,48,6,0
871,48,7,0
872,48,8,5
873,48,9,5
874,48,10,0
875,48,11,5
876,48,12,5
877,48,13,0
878,48,14,0
879,48,15,0
880,48,16,0
881,48,17,5
882,49,0,0
883,49,1,0
884,49,2,5
885,49,3,0
886,49,4,0
887,49,5,0
888,49,6,0
889,49,7,0
890,49,8,0
891,49,9,5
892,49,10,0
893,49,11,5
894,49,12,0
895,49,13,0
896,49,14,0
897,49,15,0
898,49,16,0
899,49,17,0
900,50,0,5
901,50,1,0
902,50,2,5
903,50,3,0
904,50,4,0
905,50,5,5
906,50,6,5
907,50,7,5
908,50,8,0
909,50,9,0
910,50,10,0
911,50,11,0
912,50,12,0
913,50,13,5
914,50,14,0
915,50,15,0
916,50,16,5
917,50,17,5
918,51,0,5
919,51,1,0
920,51,2,0
921,51,3,5
922,51,4,0
923,51,5,0
924,51,6,0
925,51,7,5
926,51,8,0
927,51,9,5
928,51,10,5
929,51,11,0
930,51,12,0
931,51,13,5
932,51,14,0
933,51,15,0
934,51,16,0
935,51,17,0
936,52,0,5
937,52,1,0
938,52,2,5
939,52,3,0
940,52,4,0
941,52,5,0
942,52,6,0
943,52,7,5
944,52,8,0
945,52,9,0
946,52,10,0
947,52,11,0
948,52,12,0
949,52,13,0
950,52,14,0
951,52,15,0
952,52,16,0
953,52,17,0
954,53,0,0
955,53,1,0
956,53,2,0
957,53,3,0
958,53,4,0
959,53,5,0
960,53,6,5
961,53,7,0
962,53,8,0
963,53,9,0
964,53,10,5
965,53,11,0
966,53,12,0
967,53,13,0
968,53,14,0
969,53,15,0
970,53,16,0
971,53,17,0
972,54,0,0
973,54,1,0
974,54,2,0
975,54,3,0
976,54,4,0
977,54,5,0
978,54,6,0
979,54,7,0
980,54,8,0
981,54,9,5
982,54,10,0
983,54,11,0
984,54,12,0
985,54,13,0
986,54,14,0
987,54,15,0
988,54,16,0
989,54,17,0
990,55,0,0
991,55,1,0
992,55,2,0
993,55,3,0
994,55,4,5
995,55,5,5
996,55,6,0
997,55,7,5
998,55,8,0
999,55,9,5
1000,55,10,5
1001,55,11,0
1002,55,12,0
1003,55,13,0
1004,55,14,0
1005,55,15,0
1006,55,16,0
1007,55,17,0
1008,56,0,5
1009,56,1,0
1010,56,2,0
1011,56,3,0
1012,56,4,0
1013,56,5,5
1014,56,6,5
1015,56,7,0
1016,56,8,5
1017,56,9,0
1018,56,10,5
1019,56,11,0
1020,56,12,5
1021,56,13,5
1022,56,14,0
1023,56,15,0
1024,56,16,0
1025,56,17,0
1026,57,0,0
1027,57,1,0
1028,57,2,5
1029,57,3,0
1030,57,4,0
1031,57,5,0
1032,57,6,5
1033,57,7,0
1034,57,8,0
1035,57,9,0
1036,57,10,0
1037,57,11,5
1038,57,12,0
1039,57,13,5
1040,57,14,0
1041,57,15,0
1042,57,16,5
1043,57,17,0
1044,58,0,0
1045,58,1,0
1046,58,2,5
1047,58,3,0
1048,58,4,0
1049,58,5,0
1050,58,6,0
1051,58,7,5
1052,58,8,0
1053,58,9,5
1054,58,10,0
1055,58,11,0
1056,58,12,0
1057,58,13,5
1058,58,14,0
1059,58,15,0
1060,58,16,0
1061,58,17,0
1062,59,0,0
1063,59,1,0
1064,59,2,0
1065,59,3,0
1066,59,4,0
1067,59,5,5
1068,59,6,5
1069,59,7,5
1070,59,8,0
1071,59,9,5
1072,59,10,5
1073,59,11,0
1074,59,12,0
1075,59,13,0
1076,59,14,0
1077,59,15,0
1078,59,16,5
1079,59,17,5
1080,60,0,0
1081,60,1,0
1082,60,2,0
1083,60,3,0
1084,60,4,0
1085,60,5,0
1086,60,6,5
1087,60,7,5
1088,60,8,0
1089,60,9,5
1090,60,10,5
1091,60,11,5
1092,60,12,5
1093,60,13,5
1094,60,14,5
1095,60,15,5
1096,60,16,0
1097,60,17,0
1098,61,0,0
1099,61,1,5
1100,61,2,0
1101,61,3,0
1102,61,4,0
1103,61,5,0
1104,61,6,0
1105,61,7,0
1106,61,8,0
1107,61,9,5
1108,61,10,5
1109,61,11,0
1110,61,12,0
1111,61,13,5
1112,61,14,0
1113,61,15,0
1114,61,16,0
1115,61,17,0
1116,62,0,0
1117,62,1,5
1118,62,2,5
1119,62,3,0
1120,62,4,0
1121,62,5,0
1122,62,6,0
1123,62,7,5
1124,62,8,0
1125,62,9,0
1126,62,10,0
1127,62,11,0
1128,62,12,0
1129,62,13,0
1130,62,14,0
1131,62,15,0
1132,62,16,0
1133,62,17,0
1134,63,0,5
1135,63,1,0
1136,63,2,0
1137,63,3,0
1138,63,4,0
1139,63,5,0
1140,63,6,5
1141,63,7,0
1142,63,8,0
1143,63,9,0
1144,63,10,0
1145,63,11,5
1146,63,12,0
1147,63,13,0
1148,63,14,0
1149,63,15,5
1150,63,16,5
1151,63,17,5
1152,64,0,0
1153,64,1,0
1154,64,2,0
1155,64,3,0
1156,64,4,0
1157,64,5,5
1158,64,6,0
1159,64,7,0
1160,64,8,5
1161,64,9,0
1162,64,10,0
1163,64,11,0
1164,64,12,0
1165,64,13,0
1166,64,14,0
1167,64,15,0
1168,64,16,0
1169,64,17,0
1170,65,0,0
1171,65,1,0
1172,65,2,5
1173,65,3,0
1174,65,4,5
1175,65,5,5
1176,65,6,5
1177,65,7,5
1178,65,8,0
1179,65,9,0
1180,65,10,0
1181,65,11,0
1182,65,12,0
1183,65,13,0
1184,65,14,0
1185,65,15,0
1186,65,16,0
1187,65,17,0
1188,66,0,0
1189,66,1,0
1190,66,2,0
1191,66,3,0
1192,66,4,0
1193,66,5,5
1194,66,6,0
1195,66,7,0
1196,66,8,5
1197,66,9,5
1198,66,10,5
1199,66,11,0
1200,66,12,0
1201,66,13,0
1202,66,14,0
1203,66,15,0
1204,66,16,0
1205,66,17,5
1206,67,0,0
1207,67,1,0
1208,67,2,0
1209,67,3,0
1210,67,4,0
1211,67,5,0
1212,67,6,0
1213,67,7,0
1214,67,8,0
1215,67,9,5
1216,67,10,0
1217,67,11,0
1218,67,12,0
1219,67,13,5
1220,67,14,5
1221,67,15,0
1222,67,16,0
1223,67,17,5
1224,68,0,0
1225,68,1,0
1226,68,2,5
1227,68,3,0
1228,68,4,5
1229,68,5,0
1230,68,6,5
1231,68,7,5
1232,68,8,0
1233,68,9,0
1234,68,10,5
1235,68,11,5
1236,68,12,5
1237,68,13,0
1238,68,14,0
1239,68,15,0
1240,68,16,0
1241,68,17,0
1242,69,0,0
1243,69,1,0
1244,69,2,0
1245,69,3,0
1246,69,4,5
1247,69,5,5
1248,69,6,0
1249,69,7,5
1250,69,8,0
1251,69,9,0
1252,69,10,5
1253,69,11,0
1254,69,12,0
1255,69,13,5
1256,69,14,5
1257,69,15,5
1258,69,16,5
1259,69,17,0
1260,70,0,0
1261,70,1,0
1262,70,2,5
1263,70,3,0
1264,70,4,0
1265,70,5,0
1266,70,6,0
1267,70,7,5
1268,70,8,0
1269,70,9,0
1270,70,10,0
1271,70,11,0
1272,70,12,0
1273,70,13,0
1274,70,14,0
1275,70,15,0
1276,70,16,0
1277,70,17,0
1278,71,0,0
1279,71,1,0
1280,71,2,5
1281,71,3,5
1282,71,4,0
1283,71,5,0
1284,71,6,5
1285,71,7,5
1286,71,8,0
1287,71,9,0
1288,71,10,0
1289,71,11,0
1290,71,12,0
1291,71,13,0
1292,71,14,0
1293,71,15,0
1294,71,16,0
1295,71,17,0
1296,72,0,5
1297,72,1,0
1298,72,2,0
1299,72,3,0
1300,72,4,5
1301,72,5,0
1302,72,6,5
1303,72,7,5
1304,72,8,0
1305,72,9,5
1306,72,10,5
1307,72,11,5
1308,72,12,5
1309,72,13,5
1310,72,14,5
1311,72,15,5
1312,72,16,5
1313,72,17,5
1314,73,0,0
1315,73,1,0
1316,73,2,0
1317,73,3,0
1318,73,4,5
1319,73,5,5
1320,73,6,5
1321,73,7,5
1322,73,8,0
1323,73,9,0
1324,73,10,0
1325,73,11,0
1326,73,12,0
1327,73,13,0
1328,73,14,0
1329,73,15,0
1330,73,16,0
1331,73,17,0
1332,74,0,5
1333,74,1,0
1334,74,2,0
1335,74,3,0
1336,74,4,5
1337,74,5,5
1338,74,6,5
1339,74,7,5
1340,74,8,0
1341,74,9,5
1342,74,10,5
1343,74,11,0
1344,74,12,0
1345,74,13,0
1346,74,14,0
1347,74,15,0
1348,74,16,0
1349,74,17,0
1350,75,0,5
1351,75,1,0
1352,75,2,0
1353,75,3,0
1354,75,4,5
1355,75,5,5
1356,75,6,5
1357,75,7,5
1358,75,8,5
1359,75,9,5
1360,75,10,5
1361,75,11,5
1362,75,12,5
1363,75,13,5
1364,75,14,5
1365,75,15,5
1366,75,16,0
1367,75,17,0
1368,76,0,5
1369,76,1,5
1370,76,2,0
1371,76,3,0
1372,76,4,5
1373,76,5,0
1374,76,6,0
1375,76,7,5
1376,76,8,0
1377,76,9,5
1378,76,10,5
1379,76,11,0
1380,76,12,0
1381,76,13,0
1382,76,14,5
1383,76,15,5
1384,76,16,0
1385,76,17,0
1386,77,0,0
1387,77,1,0
1388,77,2,0
1389,77,3,0
1390,77,4,0
1391,77,5,5
1392,77,6,0
1393,77,7,5
1394,77,8,0
1395,77,9,0
1396,77,10,0
1397,77,11,0
1398,77,12,0
1399,77,13,0
1400,77,14,0
1401,77,15,5
1402,77,16,0
1403,77,17,0
1404,78,0,5
1405,78,1,0
1406,78,2,0
1407,78,3,0
1408,78,4,0
1409,78,5,0
1410,78,6,5
1411,78,7,0
1412,78,8,0
1413,78,9,5
1414,78,10,0
1415,78,11,5
1416,78,12,5
1417,78,13,0
1418,78,14,0
1419,78,15,0
1420,78,16,5
1421,78,17,5
1422,79,0,0
1423,79,1,0
1424,79,2,0
1425,79,3,0
1426,79,4,0
1427,79,5,5
1428,79,6,5
1429,79,7,5
1430,79,8,0
1431,79,9,0
1432,79,10,0
1433,79,11,0
1434,79,12,0
1435,79,13,0
1436,79,14,0
1437,79,15,5
1438,79,16,0
1439,79,17,0
1440,80,0,0
1441,80,1,0
1442,80,2,5
1443,80,3,0
1444,80,4,5
1445,80,5,0
1446,80,6,0
1447,80,7,5
1448,80,8,0
1449,80,9,5
1450,80,10,5
1451,80,11,0
1452,80,12,0
1453,80,13,0
1454,80,14,0
1455,80,15,0
1456,80,16,0
1457,80,17,0
1458,81,0,0
1459,81,1,0
1460,81,2,0
1461,81,3,0
1462,81,4,0
1463,81,5,5
1464,81,6,5
1465,81,7,0
1466,81,8,0
1467,81,9,0
1468,81,10,0
1469,81,11,5
1470,81,12,0
1471,81,13,0
1472,81,14,0
1473,81,15,0
1474,81,16,0
1475,81,17,0
1476,82,0,5
1477,82,1,5
1478,82,2,5
1479,82,3,0
1480,82,4,0
1481,82,5,0
1482,82,6,0
1483,82,7,0
1484,82,8,0
1485,82,9,0
1486,82,10,0
1487,82,11,0
1488,82,12,0
1489,82,13,0
1490,82,14,0
1491,82,15,0
1492,82,16,0
1493,82,17,5
1494,83,0,0
1495,83,1,0
1496,83,2,5
1497,83,3,0
1498,83,4,0
1499,83,5,0
1500,83,6,5
1501,83,7,0
1502,83,8,0
1503,83,9,5
1504,83,10,0
1505,83,11,0
1506,83,12,0
1507,83,13,5
1508,83,14,0
1509,83,15,0
1510,83,16,0
1511,83,17,0
1512,84,0,5
1513,84,1,0
1514,84,2,0
1515,84,3,0
1516,84,4,0
1517,84,5,0
1518,84,6,0
1519,84,7,5
1520,84,8,0
1521,84,9,0
1522,84,10,5
1523,84,11,0
1524,84,12,0
1525,84,13,0
1526,84,14,0
1527,84,15,0
1528,84,16,5
1529,84,17,0
1530,85,0,0
1531,85,1,0
1532,85,2,0
1533,85,3,0
1534,85,4,0
1535,85,5,5
1536,85,6,5
1537,85,7,5
1538,85,8,0
1539,85,9,0
1540,85,10,0
1541,85,11,0
1542,85,12,0
1543,85,13,5
1544,85,14,5
1545,85,15,5
1546,85,16,0
1547,85,17,0
1548,86,0,0
1549,86,1,0
1550,86,2,5
1551,86,3,0
1552,86,4,0
1553,86,5,5
1554,86,6,0
1555,86,7,0
1556,86,8,5
1557,86,9,0
1558,86,10,0
1559,86,11,5
1560,86,12,0
1561,86,13,5
1562,86,14,0
1563,86,15,0
1564,86,16,0
1565,86,17,0
1566,87,0,0
1567,87,1,0
1568,87,2,0
1569,87,3,0
1570,87,4,0
1571,87,5,0
1572,87,6,5
1573,87,7,5
1574,87,8,0
1575,87,9,0
1576,87,10,0
1577,87,11,5
1578,87,12,5
1579,87,13,5
1580,87,14,0
1581,87,15,0
1582,87,16,0
1583,87,17,0
1584,88,0,0
1585,88,1,0
1586,88,2,0
1587,88,3,0
1588,88,4,5
1589,88,5,0
1590,88,6,0
1591,88,7,5
1592,88,8,0
1593,88,9,0
1594,88,10,0
1595,88,11,0
1596,88,12,0
1597,88,13,0
1598,88,14,0
1599,88,15,0
1600,88,16,0
1601,88,17,0
1602,89,0,5
1603,89,1,0
1604,89,2,0
1605,89,3,0
1606,89,4,0
1607,89,5,0
1608,89,6,0
1609,89,7,0
1610,89,8,0
1611,89,9,0
1612,89,10,5
1613,89,11,0
1614,89,12,0
1615,89,13,0
1616,89,14,0
1617,89,15,0
1618,89,16,0
1619,89,17,0
1620,90,0,0
1621,90,1,0
1622,90,2,0
1623,90,3,0
1624,90,4,0
1625,90,5,0
1626,90,6,0
1627,90,7,5
1628,90,8,0
1629,90,9,5
1630,90,10,0
1631,90,11,5
1632,90,12,5
1633,90,13,5
1634,90,14,5
1635,90,15,5
1636,90,16,5
1637,90,17,0
1638,91,0,0
1639,91,1,0
1640,91,2,0
1641,91,3,0
1642,91,4,5
1643,91,5,5
1644,91,6,0
1645,91,7,5
1646,91,8,0
1647,91,9,0
1648,91,10,5
1649,91,11,0
1650,91,12,0
1651,91,13,0
1652,91,14,0
1653,91,15,0
1654,91,16,0
1655,91,17,0
1656,92,0,0
1657,92,1,0
1658,92,2,0
1659,92,3,0
1660,92,4,5
1661,92,5,5
1662,92,6,0
