,arm_id,arm_labels,category_unknown,category_action,category_adventure,category_animation,category_children's,category_comedy,category_crime,category_documentary,category_drama,category_fantasy,category_film-noir,category_horror,category_musical,category_mystery,category_romance,category_sci-Fi,category_thriller,category_war,category_western,lifetime,lifetime_rewards
139,139,Homeward Bound: The Incredible Journey (1993),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16412,0.022163965681601505
140,140,20- 000 Leagues Under the Sea (1954),0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12256,0.26978074356530024
141,141,Bedknobs and Broomsticks (1971),0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12672,0.24499523355576736
142,142,Sound of Music-  The (1965),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10726,0.36093898951382264
143,143,Die Hard (1988),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11827,0.29534080076263103
144,144,Lawnmower Man-  The (1992),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8552,0.49046711153479505
145,145,Unhook the Stars (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13785,0.1786820781696854
146,146,Long Kiss Goodnight-  The (1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14519,0.13494995233555762
147,147,Ghost and the Darkness-  The (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16434,0.020853193517635815
148,148,Jude (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16695,0.005302669208770205
149,149,Swingers (1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12634,0.24725929456625362
150,150,Willy Wonka and the Chocolate Factory (1971),0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9657,0.4246306005719733
151,151,Sleeper (1973),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7344,0.5624404194470924
152,152,Fish Called Wanda-  A (1988),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0.9934461391801716
153,153,Monty Python's Life of Brian (1979),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13963,0.16807673975214488
154,154,Dirty Dancing (1987),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11330,0.324952335557674
155,155,Reservoir Dogs (1992),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15168,0.09628217349857005
156,156,Platoon (1986),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2802,0.8330552907530981
157,157,Weekend at Bernie's (1989),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8549,0.4906458531935176
158,158,Basic Instinct (1992),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6098,0.6366777883698761
159,159,Glengarry Glen Ross (1992),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3090,0.8158960915157293
160,160,Top Gun (1986),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4312,0.7430886558627264
161,161,On Golden Pond (1981),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11132,0.3367492850333651
162,162,Return of the Pink Panther-  The (1974),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3165,0.8114275500476644
163,163,Abyss-  The (1989),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,443,0.9736058150619638
164,164,Jean de Florette (1986),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12797,0.237547664442326
165,165,Manon of the Spring (Manon des sources) (1986),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3821,0.7723427073403242
166,166,Private Benjamin (1980),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12384,0.2621544327931363
167,167,Monty Python and the Holy Grail (1974),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11526,0.3132745471877979
168,168,Wrong Trousers-  The (1993),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6635,0.6046830314585319
169,169,Cinema Paradiso (1988),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,5685,0.6612845567206864
170,170,Delicatessen (1991),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,198,0.9882030505243089
171,171,Empire Strikes Back-  The (1980),0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,13514,0.19482840800762635
172,172,Princess Bride-  The (1987),0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12145,0.27639418493803625
173,173,Raiders of the Lost Ark (1981),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10133,0.3962702573879886
174,174,Brazil (1985),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9461,0.4363083889418494
175,175,Aliens (1986),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,9094,0.45817445185891326
176,176,Good-  The Bad and The Ugly-  The (1966),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8043,0.5207936129647284
177,177,12 Angry Men (1957),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10324,0.3848903717826502
178,178,Clockwork Orange-  A (1971),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14085,0.16080791229742608
179,179,Apocalypse Now (1979),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3507,0.7910510009532888
180,180,Return of the Jedi (1983),0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,12459,0.25768589132507147
181,181,GoodFellas (1990),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15059,0.10277645376549094
182,182,Alien (1979),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8311,0.5048260247855101
183,183,Army of Darkness (1993),0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,16272,0.030505243088655876
184,184,Psycho (1960),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1786,0.8935891325071497
185,185,Blues Brothers-  The (1980),0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5655,0.6630719733079122
186,186,Godfather: Part II-  The (1974),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13774,0.1793374642516683
187,187,Full Metal Jacket (1987),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6756,0.5974737845567206
188,188,Grand Day Out-  A (1992),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1787,0.8935295519542421
189,189,Henry V (1989),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8214,0.5106053384175405
190,190,Amadeus (1984),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,15971,0.04843898951382264
191,191,Raging Bull (1980),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14728,0.12249761677788373
192,192,Right Stuff-  The (1983),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14396,0.14227836034318397
193,193,Sting-  The (1973),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12155,0.2757983794089609
194,194,Terminator-  The (1984),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,16401,0.022819351763584406
195,195,Dead Poets Society (1989),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12771,0.2390967588179218
196,196,Graduate-  The (1967),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11881,0.2921234509056244
197,197,Nikita (La Femme Nikita) (1990),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13246,0.21079599618684464
198,198,Bridge on the River Kwai-  The (1957),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2779,0.8344256434699714
199,199,Shining-  The (1980),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10745,0.3598069590085796
200,200,Evil Dead II (1987),0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4022,0.7603670162059104
201,201,Groundhog Day (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14653,0.12696615824594848
202,202,Unforgiven (1992),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6258,0.6271448999046711
203,203,Back to the Future (1985),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11195,0.3329957102001907
204,204,Patton (1970),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16738,0.002740705433746382
205,205,Akira (1988),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15308,0.08794089609151567
