,context_id,arm_id,feedback
10480,0,247,4
24896,0,248,4
12948,0,249,4
57256,0,250,4
12183,0,251,2
1382,0,252,5
13575,0,253,1
14425,0,254,2
30479,0,255,4
38751,0,256,4
6541,0,257,5
8745,0,258,1
4070,0,259,1
55636,0,260,1
8844,0,261,3
62649,0,262,1
11663,0,263,2
820,0,264,4
3171,0,265,1
15292,0,266,4
34550,0,267,5
25138,0,268,5
27216,0,269,5
35409,0,270,2
4306,0,271,3
26184,1,0,4
39562,1,9,2
7973,1,12,4
28341,1,13,4
17425,1,18,3
37408,1,24,4
1052,1,49,5
55790,1,99,5
21631,1,110,4
59514,1,126,5
52964,1,236,4
24012,1,241,5
924,1,250,5
43627,1,254,4
11989,1,256,4
21902,1,257,3
43447,1,268,4
76004,1,271,5
38564,1,272,4
48138,1,273,3
88190,1,274,5
25334,1,275,4
20376,1,276,4
76183,1,277,3
16230,1,278,4
8253,1,279,3
7519,1,280,3
20534,1,281,4
25216,1,282,5
46011,1,283,4
59823,1,284,5
85606,1,285,4
29723,1,286,3
77906,1,287,3
69977,1,288,3
5324,1,289,3
31688,1,290,3
700,1,291,4
34025,1,292,4
35337,1,293,1
22582,1,294,4
97619,1,295,3
5063,1,296,4
16823,1,297,3
16596,1,298,4
54744,1,299,4
16025,1,300,4
95677,1,301,5
9201,1,302,4
73282,1,303,4
27695,1,304,3
37026,1,305,4
10683,1,306,3
9980,1,307,3
36334,1,308,1
35981,1,309,4
42959,1,310,5
6310,1,311,3
16198,1,312,5
3425,1,313,1
13440,1,314,1
12150,1,315,5
37188,2,180,4
1343,2,244,1
31937,2,257,2
24716,2,259,4
18385,2,263,2
26927,2,267,3
41910,2,270,3
15455,2,271,2
27361,2,287,2
4419,2,293,2
10568,2,298,3
9472,2,299,2
37734,2,301,2
34629,2,302,3
14654,2,306,3
35264,2,316,2
9021,2,317,4
51966,2,318,2
29583,2,319,5
24412,2,320,5
38670,2,321,3
3758,2,322,2
10869,2,323,2
53950,2,324,1
49801,2,325,2
14381,2,326,4
6178,2,327,5
35195,2,328,4
12095,2,329,2
3840,2,330,4
5897,2,331,1
46486,2,332,2
7110,2,333,3
1257,2,334,1
77245,2,335,1
1682,2,336,1
37462,2,337,2
32672,2,338,3
92178,2,339,5
8263,2,340,1
33981,2,341,4
2523,2,342,3
48447,2,343,4
9900,2,344,3
96761,2,345,5
65959,2,346,5
11227,2,347,4
18651,2,348,3
7287,2,349,3
11234,2,350,3
40899,2,351,2
85726,2,352,1
15962,2,353,3
27975,2,354,3
48826,3,10,4
16305,3,49,5
24866,3,209,3
24743,3,257,5
3277,3,259,4
1250,3,263,3
20082,3,270,4
13893,3,287,4
12151,3,293,5
20383,3,299,5
88891,3,300,5
1329,3,302,5
64091,3,323,5
51203,3,326,5
24519,3,327,3
35313,3,328,5
18930,3,353,5
5960,3,355,3
2526,3,356,4
76722,3,357,2
68273,3,358,5
86815,3,359,5
2204,3,360,5
71055,3,361,5
1333,4,0,4
172,4,1,3
439,4,16,4
20969,4,20,3
2686,4,23,4
24533,4,24,3
25766,4,28,4
8482,4,39,4
6422,4,41,5
28752,4,49,4
2314,4,61,4
76042,4,62,1
70906,4,65,1
11099,4,68,1
34298,4,69,4
12852,4,78,3
15438,4,79,2
14657,4,88,5
8507,4,89,3
8767,4,93,3
30494,4,94,4
1482,4,97,3
20603,4,98,3
10381,4,99,5
26821,4,100,5
1742,4,101,3
84787,4,104,3
9006,4,108,5
922,4,109,1
56110,4,120,4
22228,4,134,4
7199,4,138,3
10464,4,142,3
13880,4,143,3
49360,4,144,1
35743,4,150,3
8591,4,152,5
5872,4,153,3
30413,4,161,1
78404,4,162,5
4094,4,166,2
28363,4,167,3
54495,4,168,5
33730,4,171,5
4921,4,172,4
99848,4,173,5
10715,4,175,3
76171,4,180,5
25655,4,182,4
14170,4,184,3
24616,4,185,5
58489,4,188,5
25197,4,193,4
83372,4,199,2
42966,4,203,4
26872,4,207,4
19024,4,208,5
86657,4,209,3
1965,4,210,4
18562,4,213,3
44225,4,215,1
16156,4,218,3
4428,4,221,4
679,4,224,2
22462,4,225,3
9638,4,226,4
48506,4,227,5
25237,4,228,2
9099,4,229,3
2318,4,230,2
82806,4,232,4
5703,4,233,2
54364,4,234,4
69060,4,238,4
4933,4,240,1
13957,4,242,1
49075,4,249,3
23878,4,256,5
17351,4,258,1
3781,4,266,4
1395,4,362,3
18756,4,363,1
57957,4,364,1
71737,4,365,3
74203,4,366,3
96918,4,367,1
17974,4,368,1
10602,4,369,1
38709,4,370,1
13590,4,371,3
95021,4,372,3
57063,4,373,3
94436,4,374,3
2083,4,375,2
2403,4,376,1
26101,4,377,1
19559,4,378,3
84703,4,379,3
20026,4,380,1
2026,4,381,5
80486,4,382,3
3554,4,383,3
13286,4,384,4
51790,4,385,2
47803,4,386,3
9232,4,387,2
8807,4,388,1
26384,4,389,5
19235,4,390,4
26196,4,391,2
14259,4,392,2
3537,4,393,2
32177,4,394,2
41147,4,395,5
9956,4,396,2
42662,4,397,2
28055,4,398,3
14868,4,399,1
22556,4,400,5
10177,4,401,1
4704,4,402,3
79199,4,403,2
22658,4,404,3
62849,4,405,1
2648,4,406,3
29030,4,407,5
51245,4,408,2
17921,4,409,1
8828,4,410,1
76173,4,411,3
14558,4,412,3
33920,4,413,3
37167,4,414,1
29950,4,415,1
12088,4,416,3
13113,4,417,3
93172,4,418,3
44294,4,419,3
13807,4,420,1
6705,4,421,4
2955,4,422,4
1312,4,423,1
69529,4,424,2
4410,4,425,3
21148,4,426,3
17090,4,427,5
13279,4,428,3
21554,4,429,5
55362,4,430,3
24815,4,431,4
15667,4,432,5
75742,4,433,5
18316,4,434,4
6103,4,435,5
35553,4,436,1
45435,4,437,1
673,4,438,1
25716,4,439,1
10998,4,440,1
24567,4,441,1
23403,4,442,4
10076,4,443,2
4014,4,444,3
59886,4,445,4
48386,4,446,3
87326,4,447,2
22453,4,448,2
53760,4,449,1
21403,4,450,1
31562,4,451,1
4500,4,452,1
1094,4,453,1
72519,4,454,4
28200,4,455,1
17458,4,456,1
54487,5,0,4
50664,5,6,2
89217,5,7,4
65371,5,8,4
39887,5,11,4
34479,5,12,2
231,5,13,5
8098,5,14,3
5115,5,18,4
20646,5,20,3
23289,5,21,3
1181,5,22,4
7774,5,27,2
7994,5,31,4
27158,5,46,3
23456,5,49,4
13951,5,55,4
13395,5,58,5
33222,5,63,4
978,5,68,3
6650,5,69,3
41450,5,70,4
45407,5,78,3
12242,5,80,4
9,5,85,3
17925,5,86,4
50412,5,88,4
3672,5,94,2
612,5,97,5
19303,5,99,5
86833,5,110,2
7983,5,116,2
13592,5,123,5
9377,5,124,3
53431,5,126,5
7536,5,130,5
59800,5,131,5
6610,5,132,4
4627,5,133,5
8272,5,134,5
7860,5,135,5
32625,5,136,5
2304,5,142,2
7049,5,150,3
50122,5,152,4
5152,5,153,3
6071,5,155,3
22106,5,164,5
38357,5,165,4
42728,5,167,4
23614,5,168,4
63885,5,169,4
46507,5,172,5
33682,5,173,4
5244,5,174,4
39404,5,176,4
36507,5,177,4
3264,5,179,4
87470,5,181,4
9714,5,182,4
43766,5,184,5
35483,5,185,4
14791,5,186,4
5761,5,187,3
17315,5,188,3
35689,5,190,4
50952,5,191,4
10798,5,192,3
38944,5,193,4
10327,5,194,4
9915,5,196,5
9621,5,198,4
21439,5,199,3
97068,5,201,3
30997,5,202,3
14510,5,203,3
6608,5,204,3
12447,5,207,4
5029,5,208,4
3159,5,210,5
5809,5,212,4
85038,5,215,5
2664,5,220,4
63886,5,222,4
90756,5,236,2
12213,5,237,5
56433,5,241,4
23651,5,245,3
15560,5,247,3
53019,5,256,2
890,5,257,2
31510,5,258,1
66007,5,260,3
46547,5,267,3
17912,5,268,4
38237,5,271,4
36413,5,273,4
2310,5,274,4
18215,5,275,2
16249,5,283,2
80334,5,284,3
8397,5,285,2
24761,5,292,3
2391,5,293,2
3520,5,296,3
59517,5,297,3
877,5,300,2
40412,5,301,4
43096,5,302,3
16264,5,303,4
80127,5,305,4
49319,5,307,3
40456,5,308,2
34893,5,309,2
52191,5,316,3
18073,5,317,4
26605,5,320,3
65286,5,339,2
1967,5,356,4
33188,5,366,2
38333,5,404,1
36591,5,407,4
25979,5,409,4
23418,5,418,4
12768,5,422,3
54298,5,424,3
37001,5,426,4
5823,5,431,4
37183,5,434,4
9602,5,457,1
12145,5,458,2
55927,5,459,2
25347,5,460,4
59910,5,461,5
866,5,462,4
72806,5,463,2
25228,5,464,1
10562,5,465,4
7808,5,466,4
71568,5,467,3
1786,5,468,5
14264,5,469,3
15454,5,470,2
43410,5,471,1
36558,5,472,2
61566,5,473,5
4174,5,474,5
5145,5,475,1
3271,5,476,1
1598,5,477,4
7379,5,478,5
19693,5,479,4
6673,5,480,5
27936,5,481,4
11804,5,482,5
9486,5,483,5
32619,5,484,5
12997,5,485,4
7510,5,486,5
10342,5,487,5
52585,5,488,5
95462,5,489,5
51740,5,490,4
1449,5,491,5
29079,5,492,5
21758,5,493,4
30246,5,494,4
81493,5,495,4
60841,5,496,4
5633,5,497,4
9876,5,498,4
3629,5,499,4
31491,5,500,5
48331,5,501,4
24991,5,502,3
26465,5,503,3
33967,5,504,4
17829,5,505,4
33986,5,506,4
1687,5,507,3
4386,5,508,4
29004,5,509,4
16153,5,510,5
35559,5,511,4
8744,5,512,4
39116,5,513,5
5859,5,514,4
34458,5,515,4
1173,5,516,4
14921,5,517,3
51725,5,518,5
23477,5,519,4
14060,5,520,4
26878,5,521,5
5557,5,522,5
18603,5,523,3
4857,5,524,5
11921,5,525,3
51697,5,526,4
7745,5,527,4
27937,5,528,4
32230,5,529,4
67588,5,530,4
3112,5,531,3
84468,5,532,4
18303,5,533,4
59637,5,534,2
20378,5,535,4
94111,5,536,4
36672,5,537,2
93521,5,538,2
52430,6,3,5
11223,6,6,5
8285,6,7,5
60213,6,8,5
5643,6,9,4
79788,6,10,3
83703,6,11,5
3547,6,21,5
24976,6,22,3
56784,6,24,3
28021,6,26,4
2572,6,27,5
29278,6,28,3
73288,6,30,4
39,6,31,4
71867,6,38,5
2370,6,43,5
31457,6,46,5
87114,6,49,5
34873,6,50,2
79453,6,51,4
19904,6,52,5
6509,6,53,3
28694,6,55,5
29105,6,61,3
32677,6,63,5
50255,6,67,4
76266,6,68,5
64272,6,69,1
65702,6,70,5
15889,6,71,5
43495,6,72,3
28157,6,76,5
2736,6,77,3
13457,6,78,4
34855,6,79,4
1782,6,80,5
9497,6,81,3
89517,6,85,4
6524,6,88,5
5485,6,89,3
22409,6,90,3
5194,6,91,5
2901,6,92,5
66726,6,95,5
21769,6,96,5
24612,6,97,4
20054,6,98,5
27649,6,99,5
10679,6,100,5
2168,6,105,4
19840,6,117,2
13711,6,120,5
71970,6,124,4
14287,6,125,3
2299,6,126,5
13602,6,130,5
72443,6,131,5
2890,6,132,5
37390,6,133,4
21828,6,134,5
10727,6,135,5
12035,6,138,3
27470,6,139,5
48549,6,140,5
6763,6,141,3
23935,6,142,3
80695,6,143,5
54183,6,144,1
1942,6,150,4
98150,6,151,4
2615,6,152,5
11576,6,153,5
6786,6,155,5
33217,6,156,5
15709,6,160,3
3853,6,161,5
409,6,162,4
90763,6,163,5
11762,6,165,3
6324,6,167,5
1139,6,170,3
7754,6,171,4
93949,6,172,5
2937,6,173,5
25087,6,174,5
18528,6,175,3
9918,6,176,4
30127,6,177,4
68874,6,178,5
58234,6,179,5
11212,6,180,3
3018,6,181,4
10604,6,182,4
11867,6,184,5
56766,6,185,4
25452,6,186,4
2733,6,187,5
15413,6,189,5
11960,6,190,5
22129,6,191,4
3038,6,192,5
37435,6,193,5
4592,6,194,5
2344,6,195,5
80141,6,196,4
97848,6,197,3
24869,6,198,5
848,6,199,5
22933,6,200,2
48284,6,201,3
8687,6,202,5
46059,6,203,5
13405,6,204,5
12326,6,206,4
7484,6,207,5
10422,6,209,4
81752,6,210,5
14277,6,211,1
34341,6,212,3
55521,6,213,5
34123,6,214,4
21295,6,215,4
76505,6,216,4
21023,6,218,1
16930,6,222,5
7036,6,225,5
12135,6,226,3
1915,6,227,4
24900,6,228,3
46590,6,229,3
22789,6,230,3
10543,6,231,3
38307,6,233,5
34321,6,236,5
49323,6,237,5
2502,6,240,4
29893,6,257,4
16984,6,258,3
14102,6,259,1
15607,6,263,4
77500,6,264,5
8873,6,265,4
3594,6,267,3
6336,6,268,3
14240,6,272,3
77515,6,274,4
8778,6,280,3
6357,6,284,5
31310,6,285,4
15719,6,287,4
22633,6,293,1
3806,6,299,4
18308,6,306,5
91424,6,308,3
90500,6,316,4
76633,6,317,5
36310,6,323,1
16118,6,333,5
68099,6,340,3
55141,6,355,4
87329,6,356,5
68767,6,364,4
98173,6,366,5
841,6,377,5
62611,6,378,4
29573,6,379,4
279,6,381,4
40482,6,383,3
10384,6,384,5
49170,6,385,4
50864,6,386,3
15955,6,388,4
28431,6,390,3
12833,6,392,4
13376,6,395,4
12025,6,398,4
1747,6,400,4
46198,6,401,5
38381,6,402,4
13003,6,403,5
28281,6,404,3
78089,6,414,2
30481,6,415,5
41853,6,416,3
18594,6,417,4
26217,6,418,3
2721,6,419,5
85470,6,420,3
6776,6,422,5
72875,6,426,5
15714,6,427,5
36374,6,428,5
490,6,429,3
11046,6,430,4
6444,6,431,4
54645,6,432,5
47797,6,433,4
10951,6,434,5
39272,6,435,5
37812,6,439,1
95929,6,440,2
63350,6,442,5
40009,6,443,5
29559,6,445,2
22194,6,446,5
13871,6,447,3
25934,6,448,3
10030,6,449,4
1171,6,450,5
49055,6,451,5
187,6,454,4
11149,6,460,4
66081,6,462,4
20336,6,464,4
56152,6,469,3
9922,6,470,4
943,6,471,2
55072,6,473,5
139,6,478,4
18292,6,479,4
10345,6,480,5
15296,6,481,3
11111,6,482,4
11339,6,483,5
5877,6,484,5
40496,6,486,3
61185,6,487,4
6644,6,488,3
19819,6,490,5
712,6,491,5
16539,6,494,5
17533,6,495,5
647,6,496,4
10437,6,497,5
20918,6,498,4
12243,6,500,5
50998,6,501,5
40003,6,502,4
10710,6,503,5
8867,6,504,3
54465,6,505,5
30821,6,506,5
86333,6,508,5
50789,6,509,5
5880,6,510,5
53087,6,512,4
12996,6,513,2
19720,6,514,3
4330,6,518,4
16586,6,519,5
93485,6,520,5
48423,6,522,4
4068,6,525,5
39598,6,526,5
2188,6,527,5
23849,6,528,2
6615,6,529,5
19860,6,536,3
43187,6,539,3
18699,6,540,2
12895,6,541,4
930,6,542,3
52507,6,543,3
46356,6,544,2
63208,6,545,4
25855,6,546,3
14730,6,547,5
60896,6,548,4
11349,6,549,4
45754,6,550,1
29399,6,551,4
19638,6,552,3
937,6,553,3
17287,6,554,4
21446,6,555,3
27727,6,556,4
26996,6,557,4
2435,6,558,5
2433,6,559,3
93079,6,560,4
11939,6,561,5
14610,6,562,2
14031,6,563,3
20182,6,564,4
56214,6,565,4
9324,6,566,1
55630,6,567,5
82129,6,568,4
9126,6,569,3
30633,6,570,3
34149,6,571,3
62533,6,572,5
26706,6,573,5
47670,6,574,3
1825,6,575,5
66983,6,576,2
38735,6,577,3
16764,6,578,4
2098,6,579,3
2135,6,580,5
2298,6,581,5
25020,6,582,2
20442,6,583,4
37409,6,584,4
66715,6,585,3
7722,6,586,4
22445,6,587,4
12218,6,588,5
34581,6,589,2
40295,6,590,3
71645,6,591,5
29974,6,592,5
50793,6,593,3
33338,6,594,2
23495,6,595,5
36724,6,596,3
98732,6,597,3
12899,6,598,1
29427,6,599,4
54244,6,600,5
65856,6,601,3
32854,6,602,4
17391,6,603,3
48907,6,604,4
49138,6,605,3
89376,6,606,3
6953,6,607,4
28069,6,608,3
61718,6,609,5
23509,6,610,3
22377,6,611,5
31366,6,612,4
3196,6,613,5
61150,6,614,4
26720,6,615,4
21013,6,616,5
7562,6,617,4
14345,6,618,3
39784,6,619,4
3463,6,620,5
15703,6,621,4
1016,6,622,3
9350,6,623,4
46049,6,624,3
15032,6,625,5
3675,6,626,3
24498,6,627,3
69352,6,628,3
13019,6,629,5
41461,6,630,4
79862,6,631,5
4364,6,632,5
42762,6,633,5
47402,6,634,3
11021,6,635,4
9340,6,636,4
53811,6,637,4
94682,6,638,5
50822,6,639,3
42939,6,640,5
4928,6,641,3
2209,6,642,4
1098,6,643,5
15342,6,644,4
30851,6,645,5
3207,6,646,5
795,6,647,5
54691,6,648,5
2248,6,649,3
63451,6,650,5
46380,6,651,3
19244,6,652,4
5903,6,653,5
53437,6,654,5
26984,6,655,3
6683,6,656,4
10547,6,657,3
13861,6,658,5
22535,6,659,5
775,6,660,5
1132,6,661,3
72073,6,662,5
79778,6,663,3
31002,6,664,4
43854,6,665,4
10416,6,666,5
47390,6,667,4
10512,6,668,1
48750,6,669,5
55596,6,670,5
47690,6,671,1
13644,6,672,3
1412,6,673,2
14151,6,674,5
1648,6,675,3
27597,6,676,3
23953,6,677,3
35304,6,678,5
2810,6,679,4
15619,6,680,1
23779,6,681,2
11986,6,682,4
12746,7,6,3
62094,7,10,3
682,7,21,5
1090,7,49,5
79008,7,54,5
11648,7,55,5
4647,7,78,4
30255,7,81,5
7042,7,88,4
48353,7,95,3
16308,7,126,5
10379,7,143,5
9262,7,171,5
29996,7,173,5
17053,7,175,5
46982,7,176,4
53979,7,180,4
3846,7,181,5
14698,7,182,5
49862,7,186,4
16349,7,187,5
7457,7,189,4
27521,7,194,5
16112,7,209,4
74188,7,221,5
44635,7,226,4
27505,7,227,5
27411,7,228,5
24568,7,232,4
33810,7,240,4
81029,7,242,2
16127,7,257,5
36199,7,258,1
97439,7,259,3
33070,7,272,3
6034,7,293,3
7716,7,300,4
73511,7,335,3
90,7,337,4
34675,7,340,2
89638,7,357,2
6130,7,384,1
58220,7,402,4
74190,7,430,2
29296,7,434,5
6125,7,456,1
73905,7,509,4
9461,7,510,5
25192,7,517,4
516,7,549,3
89856,7,565,3
11370,7,567,4
16689,7,650,5
28625,7,683,4
10263,7,684,4
7462,7,685,3
15247,7,686,1
55363,7,687,1
13388,7,688,4
9541,8,5,5
81332,8,6,4
69836,8,49,5
63077,8,200,5
43994,8,241,4
20232,8,275,4
6577,8,285,5
29557,8,293,4
1892,8,297,5
10295,8,339,4
41483,8,370,5
92453,8,384,5
39473,8,401,4
10155,8,478,4
30909,8,482,5
5408,8,486,5
12610,8,506,4
5266,8,520,4
10674,8,526,3
23130,8,614,4
28662,8,689,1
3955,8,690,5
18504,9,0,4
4617,9,3,4
606,9,6,4
99578,9,8,4
30757,9,10,4
88810,9,11,5
15740,9,12,3
40,9,15,4
5545,9,21,5
81583,9,22,5
37104,9,31,4
29750,9,32,4
87474,9,39,4
3914,9,47,4
22750,9,49,5
17389,9,55,5
59283,9,58,4
47838,9,59,3
6624,9,63,4
45390,9,68,4
78808,9,69,4
20299,9,81,4
86309,9,84,4
97430,9,92,4
18266,9,97,4
10438,9,98,5
621,9,99,5
26425,9,115,4
4183,9,123,5
17971,9,126,5
30118,9,128,4
16430,9,131,5
18047,9,132,5
31188,9,133,5
8554,9,134,5
31288,9,136,4
19465,9,143,4
84680,9,152,4
5601,9,154,4
9595,9,155,4
23408,9,156,5
12079,9,159,4
21481,9,160,4
21459,9,161,4
8999,9,163,4
13854,9,167,4
49130,9,169,4
30061,9,173,4
386,9,174,3
12356,9,175,4
30721,9,177,5
89343,9,178,5
77263,9,179,5
30855,9,181,5
15952,9,182,5
53618,9,184,5
16741,9,185,4
9069,9,190,5
60973,9,191,4
10467,9,193,4
15539,9,194,4
43653,9,196,5
99846,9,197,3
16778,9,198,4
6971,9,199,5
3929,9,202,4
33127,9,204,5
21184,9,210,5
20958,9,215,4
4032,9,217,4
26307,9,220,4
7097,9,222,5
70748,9,229,4
13671,9,233,4
72749,9,237,4
29756,9,244,4
14324,9,268,4
41181,9,272,4
29093,9,273,4
13487,9,274,4
56100,9,275,4
4341,9,282,4
1318,9,284,5
89321,9,285,4
2253,9,288,4
5864,9,293,3
23493,9,301,4
40767,9,318,3
3705,9,320,4
29464,9,332,4
26666,9,333,4
2291,9,339,4
21411,9,356,5
7929,9,366,4
13515,9,370,4
9180,9,384,4
29874,9,403,4
67792,9,413,4
11002,9,417,4
16576,9,419,4
75872,9,429,3
26338,9,431,4
13028,9,434,5
10997,9,446,4
844,9,460,3
32638,9,461,3
3448,9,462,4
33176,9,466,4
70936,9,469,4
19949,9,473,4
14024,9,474,4
57611,9,477,5
89789,9,478,5
27837,9,479,5
66659,9,481,4
17293,9,482,5
94230,9,483,5
158,9,485,4
1218,9,487,5
2885,9,488,4
14701,9,492,4
15358,9,494,4
9072,9,495,5
13939,9,496,4
8889,9,497,5
55738,9,498,4
75313,9,501,4
2110,9,503,5
2454,9,504,4
8457,9,508,4
20332,9,509,5
33661,9,510,4
38001,9,512,4
69128,9,517,4
9194,9,518,5
15549,9,520,4
84259,9,524,5
28509,9,526,4
38404,9,528,3
40083,9,529,4
21203,9,530,5
16960,9,557,4
52258,9,581,4
10511,9,587,4
72685,9,588,5
50559,9,601,5
17472,9,602,5
96580,9,603,4
25628,9,605,5
93161,9,609,4
544,9,610,5
6899,9,614,4
70178,9,616,5
57328,9,628,4
7383,9,650,4
18586,9,651,3
62926,9,653,5
3468,9,654,5
6452,9,655,5
2887,9,656,4
33154,9,662,3
39281,9,663,4
94371,9,685,4
26855,9,691,4
42472,9,692,4
24620,9,693,5
10876,9,694,3
7840,9,695,4
22393,9,696,3
19870,9,697,4
71738,9,698,4
82585,9,699,4
52769,9,700,4
6702,9,701,3
9675,9,702,5
5108,9,703,3
7683,9,704,4
13036,9,705,4
94086,9,706,5
47857,9,707,4
65210,9,708,4
16844,9,709,4
7452,9,710,4
16692,9,711,4
72568,10,7,4
9743,10,8,5
96523,10,10,2
19905,10,11,2
40817,10,14,5
16397,10,21,4
28302,10,23,3
47045,10,24,3
68649,10,27,5
45338,10,28,3
1474,10,37,3
39817,10,38,3
17617,10,39,3
45903,10,41,3
6409,10,46,4
19068,10,50,4
70513,10,51,3
59521,10,53,3
22635,10,55,4
24342,10,56,2
75955,10,57,3
26375,10,68,3
20620,10,69,4
25478,10,78,4
68372,10,82,5
36542,10,85,4
77385,10,87,3
5378,10,89,2
18269,10,93,3
5582,10,96,4
38650,10,97,2
10462,10,99,4
92374,10,106,4
15315,10,108,3
1919,10,109,3
88,10,110,4
4794,10,119,2
66617,10,120,3
45855,10,122,3
42883,10,124,4
8230,10,134,4
20408,10,167,3
81601,10,172,5
16875,10,174,3
65463,10,175,3
35634,10,179,2
10048,10,184,4
2386,10,189,3
19196,10,190,4
14583,10,193,4
75504,10,195,5
5968,10,202,4
6433,10,203,3
57092,10,207,4
22842,10,210,3
81271,10,212,4
5066,10,214,3
11282,10,215,3
25546,10,221,3
901,10,226,3
21762,10,227,3
94751,10,228,4
3519,10,229,4
35961,10,236,4
30468,10,237,3
87346,10,238,4
15883,10,240,4
23993,10,257,5
22109,10,258,3
12585,10,259,1
8948,10,267,5
20744,10,273,3
14914,10,276,5
36190,10,285,5
30691,10,289,3
11246,10,290,4
13436,10,299,3
76015,10,300,4
4399,10,311,4
24483,10,316,4
64795,10,317,5
95822,10,323,1
43205,10,331,5
10343,10,349,4
81333,10,355,4
32936,10,356,5
84486,10,364,3
43458,10,366,3
20485,10,369,3
62591,10,371,4
86191,10,381,3
7373,10,382,2
