,context_id,no_datas
1155,1263,1
1156,1264,1
1157,1265,1
1158,1266,1
1159,1267,1
1160,1268,1
1161,1269,1
1162,1270,1
1163,1271,1
1164,1272,1
1165,1274,1
1166,1275,1
1167,1276,1
1168,1277,1
1169,1278,1
1170,1279,1
1171,1280,1
1172,1281,1
1173,1282,1
1174,1283,1
1175,1284,1
1176,1285,1
1177,1286,1
1178,1287,1
1179,1288,1
1180,1290,1
1181,1291,1
1182,1292,1
1183,1293,1
1184,1294,1
1185,1296,1
1186,1297,1
1187,1299,1
1188,1300,1
1189,1301,1
1190,1302,1
1191,1303,1
1192,1304,1
1193,1305,1
1194,1306,1
1195,1307,1
1196,1308,1
1197,1309,1
1198,1310,1
1199,1311,1
1200,1312,1
1201,1313,1
1202,1314,1
1203,1315,1
1204,1316,1
1205,1317,1
1206,1319,1
1207,1320,1
1208,1321,1
1209,1322,1
1210,1323,1
1211,1324,1
1212,1325,1
1213,1326,1
1214,1327,1
1215,1328,1
1216,1329,1
1217,1332,1
1218,1333,1
1219,1334,1
1220,1335,1
1221,1336,1
1222,1337,1
1223,1338,1
1224,1339,1
1225,1340,1
1226,1341,1
1227,1342,1
1228,1343,1
1229,1344,1
1230,1345,1
1231,1346,1
1232,1347,1
1233,1348,1
1234,1349,1
1235,1350,1
1236,1351,1
1237,1353,1
1238,1354,1
1239,1355,1
1240,1356,1
1241,1357,1
1242,1358,1
1243,1359,1
1244,1360,1
1245,1361,1
1246,1362,1
1247,1363,1
1248,1364,1
1249,1366,1
1250,1367,1
1251,1368,1
1252,1369,1
1253,1370,1
1254,1371,1
1255,1372,1
1256,1373,1
1257,1374,1
1258,1375,1
1259,1376,1
1260,1377,1
1261,1378,1
1262,1379,1
1263,1380,1
1264,1381,1
1265,1382,1
1266,1383,1
1267,1384,1
1268,1385,1
1269,1386,1
1270,1387,1
1271,1388,1
1272,1389,1
1273,1390,1
1274,1391,1
1275,1392,1
1276,1393,1
1277,1394,1
1278,1395,1
1279,1397,1
1280,1398,1
1281,1399,1
1282,1401,1
1283,1402,1
1284,1403,1
1285,1404,1
1286,1405,1
1287,1406,1
1288,1407,1
1289,1408,1
1290,1409,1
1291,1410,1
1292,1411,1
1293,1412,1
1294,1413,1
1295,1414,1
1296,1415,1
1297,1416,1
1298,1417,1
1299,1418,1
1300,1419,1
1301,1420,1
1302,1421,1
1303,1422,1
1304,1423,1
1305,1424,1
1306,1425,1
1307,1426,1
1308,1427,1
1309,1428,1
1310,1429,1
1311,1430,1
1312,1431,1
1313,1432,1
1314,1433,1
1315,1434,1
1316,1435,1
1317,1436,1
1318,1437,1
1319,1438,1
1320,1439,1
1321,1441,1
1322,1442,1
1323,1443,1
1324,1444,1
1325,1445,1
1326,1446,1
1327,1447,1
1328,1448,1
1329,1449,1
1330,1450,1
1331,1451,1
1332,1452,1
1333,1453,1
1334,1454,1
1335,1455,1
1336,1456,1
1337,1457,1
1338,1458,1
1339,1459,1
1340,1460,1
1341,1461,1
1342,1463,1
1343,1465,1
1344,1466,1
1345,1467,1
1346,1468,1
1347,1469,1
1348,1470,1
1349,1471,1
1350,1472,1
1351,1473,1
1352,1474,1
1353,1475,1
1354,1476,1
1355,1477,1
1356,1478,1
1357,1479,1
1358,1480,1
1359,1481,1
1360,1482,1
1361,1483,1
1362,1484,1
1363,1485,1
1364,1486,1
1365,1489,1
1366,1490,1
1367,1493,1
1368,1494,1
1369,1495,1
1370,1496,1
1371,1497,1
1372,1498,1
1373,1499,1
1374,1500,1
1375,1501,1
1376,1502,1
1377,1503,1
1378,1504,1
1379,1505,1
1380,1506,1
1381,1507,1
1382,1508,1
1383,1509,1
1384,1510,1
1385,1511,1
1386,1512,1
1387,1513,1
1388,1514,1
1389,1515,1
1390,1516,1
1391,1517,1
1392,1518,1
1393,1519,1
1394,1522,1
1395,1523,1
1396,1524,1
1397,1525,1
1398,1526,1
1399,1527,1
1400,1528,1
1401,1529,1
1402,1530,1
1403,1531,1
1404,1532,1
1405,1533,1
1406,1534,1
1407,1535,1
1408,1536,1
1409,1537,1
1410,1538,1
1411,1539,1
1412,1540,1
1413,1541,1
1414,1542,1
1415,1543,1
1416,1544,1
1417,1545,1
1418,1546,1
1419,1547,1
1420,1548,1
1421,1549,1
1422,1550,1
1423,1551,1
1424,1552,1
1425,1553,1
1426,1554,1
1427,1555,1
1428,1556,1
1429,1557,1
1430,1558,1
1431,1559,1
1432,1560,1
1433,1561,1
1434,1562,1
1435,1563,1
1436,1564,1
1437,1565,1
1438,1566,1
1439,1567,1
1440,1568,1
1441,1569,1
1442,1570,1
1443,1571,1
1444,1572,1
1445,1573,1
1446,1575,1
1447,1576,1
1448,1577,1
1449,1578,1
1450,1579,1
1451,1580,1
1452,1581,1
1453,1582,1
1454,1583,1
1455,1584,1
1456,1585,1
1457,1586,1
1458,1587,1
1459,1588,1
1460,1589,1
1461,1590,1
1462,1591,1
1463,1592,1
1464,1594,1
1465,1595,1
1466,1596,1
1467,1597,1
1468,1598,1
1469,1599,1
1470,1600,1
1471,1601,1
1472,1602,1
1473,1603,1
1474,1604,1
1475,1605,1
1476,1606,1
1477,1607,1
1478,1608,1
1479,1609,1
1480,1610,1
1481,1611,1
1482,1612,1
1483,1613,1
1484,1614,1
1485,1615,1
1486,1616,1
1487,1617,1
1488,1618,1
1489,1619,1
1490,1620,1
1491,1621,1
1492,1623,1
1493,1624,1
1494,1625,1
1495,1626,1
1496,1627,1
1497,1628,1
1498,1629,1
1499,1630,1
1500,1631,1
1501,1632,1
1502,1633,1
1503,1634,1
1504,1635,1
1505,1636,1
1506,1637,1
1507,1638,1
1508,1639,1
1509,1640,1
1510,1641,1
1511,1642,1
1512,1643,1
1513,1644,1
1514,1645,1
1515,1646,1
1516,1647,1
1517,1648,1
1518,1649,1
1519,1650,1
1520,1651,1
1521,1652,1
1522,1653,1
1523,1654,1
1524,1655,1
1525,1656,1
1526,1657,1
1527,1658,1
1528,1659,1
1529,1660,1
1530,1661,1
1531,1662,1
1532,1663,1
1533,1665,1
1534,1666,1
1535,1667,1
1536,1668,1
1537,1669,1
1538,1670,1
1539,1671,1
1540,1672,1
1541,1673,1
1542,1674,1
1543,1675,1
1544,1676,1
1545,1677,1
1546,1678,1
1547,1679,1
1548,1680,1
1549,1681,1
1550,1682,1
1551,1683,1
1552,1684,1
1553,1685,1
1554,1686,1
1555,1688,1
1556,1689,1
1557,1690,1
1558,1691,1
1559,1692,1
1560,1693,1
1561,1694,1
1562,1695,1
1563,1696,1
1564,1697,1
1565,1698,1
1566,1699,1
1567,1700,1
1568,1701,1
1569,1702,1
1570,1703,1
1571,1704,1
1572,1705,1
1573,1706,1
1574,1707,1
1575,1708,1
1576,1709,1
1577,1710,1
1578,1711,1
1579,1713,1
1580,1714,1
1581,1715,1
1582,1716,1
1583,1718,1
1584,1719,1
1585,1720,1
1586,1721,1
1587,1722,1
1588,1725,1
1589,1726,1
1590,1727,1
1591,1728,1
1592,1729,1
1593,1730,1
1594,1731,1
1595,1732,1
1596,1733,1
1597,1734,1
1598,1735,1
1599,1736,1
1600,1739,1
1601,1740,1
1602,1742,1
1603,1743,1
1604,1744,1
1605,1745,1
1606,1748,1
1607,1749,1
1608,1750,1
1609,1751,1
1610,1753,1
1611,1754,1
1612,1755,1
1613,1756,1
1614,1757,1
1615,1758,1
1616,1759,1
1617,1760,1
1618,1761,1
1619,1762,1
1620,1764,1
1621,1765,1
1622,1766,1
1623,1767,1
1624,1768,1
1625,1769,1
1626,1770,1
1627,1771,1
1628,1772,1
1629,1773,1
1630,1774,1
1631,1775,1
1632,1776,1
1633,1777,1
1634,1778,1
1635,1779,1
1636,1780,1
1637,1781,1
1638,1782,1
1639,1783,1
1640,1785,1
1641,1786,1
1642,1787,1
1643,1788,1
1644,1790,1
1645,1791,1
1646,1792,1
1647,1793,1
1648,1794,1
1649,1795,1
1650,1796,1
1651,1797,1
1652,1798,1
1653,1799,1
1654,1800,1
1655,1801,1
1656,1802,1
1657,1803,1
1658,1804,1
1659,1805,1
1660,1806,1
1661,1807,1
1662,1808,1
1663,1809,1
1664,1810,1
1665,1811,1
1666,1813,1
1667,1814,1
1668,1815,1
1669,1816,1
1670,1817,1
1671,1818,1
1672,1819,1
1673,1820,1
1674,1821,1
1675,1822,1
1676,1823,1
1677,1824,1
1678,1826,1
1679,1827,1
1680,1828,1
1681,1829,1
1682,1830,1
1683,1831,1
1684,1832,1
1685,1833,1
1686,1834,1
1687,1835,1
1688,1836,1
1689,1837,1
1690,1838,1
1691,1839,1
1692,1840,1
1693,1841,1
1694,1842,1
1695,1843,1
1696,1844,1
1697,1845,1
1698,1846,1
1699,1847,1
1700,1848,1
1701,1849,1
1702,1850,1
1703,1851,1
1704,1852,1
1705,1853,1
1706,1854,1
1707,1855,1
1708,1856,1
1709,1857,1
1710,1858,1
1711,1859,1
1712,1860,1
1713,1861,1
1714,1862,1
1715,1863,1
1716,1864,1
1717,1866,1
1718,1867,1
1719,1868,1
1720,1869,1
1721,1870,1
1722,1871,1
1723,1872,1
1724,1873,1
1725,1874,1
1726,1875,1
1727,1876,1
1728,1877,1
1729,1878,1
1730,1879,1
1731,1880,1
1732,1881,1
1733,1882,1
1734,1883,1
1735,1884,1
1736,1885,1
1737,1886,1
1738,1887,1
1739,1888,1
1740,1889,1
1741,1891,1
1742,1892,1
1743,1893,1
1744,1894,1
1745,1895,1
1746,1896,1
1747,1897,1
1748,1898,1
1749,1899,1
1750,1900,1
1751,1901,1
1752,1902,1
1753,1903,1
1754,1904,1
1755,1905,1
1756,1906,1
1757,1907,1
1758,1908,1
1759,1909,1
1760,1910,1
1761,1911,1
1762,1912,1
1763,1913,1
1764,1914,1
1765,1915,1
1766,1916,1
1767,1917,1
1768,1918,1
1769,1919,1
1770,1920,1
1771,1921,1
1772,1922,1
1773,1923,1
1774,1924,1
1775,1925,1
1776,1926,1
1777,1927,1
1778,1928,1
1779,1929,1
1780,1930,1
1781,1931,1
1782,1932,1
1783,1933,1
1784,1934,1
1785,1935,1
1786,1936,1
1787,1937,1
1788,1938,1
1789,1939,1
1790,1940,1
1791,1942,1
1792,1943,1
1793,1944,1
1794,1945,1
1795,1946,1
1796,1947,1
1797,1948,1
1798,1949,1
1799,1950,1
1800,1951,1
1801,1952,1
1802,1953,1
1803,1954,1
1804,1955,1
1805,1956,1
1806,1957,1
1807,1958,1
1808,1959,1
1809,1960,1
1810,1961,1
1811,1962,1
1812,1963,1
1813,1964,1
1814,1965,1
1815,1966,1
1816,1967,1
1817,1968,1
1818,1969,1
1819,1970,1
1820,1972,1
1821,1973,1
1822,1974,1
1823,1975,1
1824,1976,1
1825,1978,1
1826,1979,1
1827,1980,1
1828,1981,1
1829,1982,1
1830,1983,1
1831,1984,1
1832,1985,1
1833,1986,1
1834,1987,1
1835,1988,1
1836,1989,1
1837,1990,1
1838,1991,1
1839,1992,1
1840,1994,1
1841,1995,1
1842,1996,1
1843,1997,1
1844,1998,1
1845,1999,1
1846,2000,1
1847,2001,1
1848,2002,1
1849,2003,1
1850,2004,1
1851,2005,1
1852,2006,1
1853,2007,1
1854,2008,1
1855,2009,1
1856,2010,1
1857,2011,1
1858,2012,1
1859,2013,1
1860,2014,1
1861,2015,1
1862,2016,1
1863,2017,1
1864,2019,1
1865,2020,1
1866,2021,1
1867,2024,1
1868,2025,1
1869,2026,1
1870,2027,1
1871,2028,1
1872,2029,1
1873,2030,1
1874,2031,1
1875,2032,1
1876,2033,1
1877,2034,1
1878,2035,1
1879,2036,1
1880,2037,1
1881,2040,1
1882,2041,1
1883,2042,1
1884,2043,1
1885,2044,1
1886,2045,1
1887,2046,1
1888,2047,1
1889,2048,1
1890,2049,1
1891,2050,1
1892,2051,1
1893,2052,1
1894,2053,1
1895,2054,1
1896,2055,1
1897,2056,1
1898,2057,1
1899,2058,1
1900,2059,1
1901,2060,1
1902,2061,1
1903,2062,1
1904,2063,1
1905,2064,1
1906,2065,1
1907,2066,1
1908,2067,1
1909,2068,1
1910,2069,1
1911,2071,1
1912,2072,1
1913,2073,1
1914,2074,1
1915,2075,1
1916,2076,1
1917,2077,1
1918,2078,1
1919,2079,1
1920,2080,1
1921,2081,1
1922,2082,1
1923,2083,1
1924,2084,1
1925,2085,1
1926,2086,1
1927,2087,1
1928,2088,1
1929,2089,1
1930,2090,1
1931,2091,1
1932,2092,1
1933,2093,1
1934,2094,1
1935,2095,1
1936,2096,1
1937,2097,1
1938,2098,1
1939,2099,1
1940,2100,1
1941,2101,1
1942,2102,1
1943,2103,1
1944,2104,1
1945,2105,1
1946,2107,1
1947,2108,1
1948,2109,1
1949,2110,1
1950,2111,1
1951,2112,1
1952,2114,1
1953,2115,1
1954,2116,1
1955,2117,1
1956,2118,1
1957,2119,1
1958,2120,1
1959,2122,1
1960,2123,1
1961,2124,1
1962,2125,1
1963,2126,1
1964,2127,1
1965,2128,1
1966,2129,1
1967,2130,1
1968,2131,1
1969,2132,1
1970,2133,1
1971,2134,1
1972,2135,1
1973,2136,1
1974,2137,1
1975,2138,1
1976,2139,1
1977,2140,1
1978,2141,1
1979,2142,1
1980,2143,1
1981,2144,1
1982,2146,1
1983,2147,1
1984,2148,1
